scenario,events,split_mode,base_distribution,background,base_info,background_info,event_infos,scenario_group,dataset,length
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",ood_background,arma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 5, 'ar_coefs': array([-0.05730263,  0.06287422,  0.16206896, -0.05472731,  0.13493738]), 'ma_order': 1, 'ma_coefs': array([-0.47975337])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.01052192830154781), 'intercept': 0.15152526613685469, 'seasonal_period': [52, 24], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.3849014469595615), np.float64(3.112532264514068)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [356], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.01052192830154781), 'intercept': 0.15152526613685469}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([411]), 'ends': array([457]), 'lengths': [46], 'magnitudes': [np.float64(7.397785899774038)], 'magnitude_strengths': [1.811025909097848], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,800
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",ood_background,white_noise,multiple_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [90, 12], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(1.505740103099421), np.float64(1.8598592417900752)]}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 15, 'anomaly_indices': array([ 97, 239, 256, 280, 321, 368, 393, 414, 429, 487, 613, 672, 696,
       779, 798], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([332]), 'ends': array([427]), 'lengths': [95], 'magnitudes': [np.float64(-4.960323493836175)], 'magnitude_strengths': [2.1064673143065464], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,ood_background,800
trend_shift,trend_shift,ood_background,arma,volatility_background+linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([-0.18886532,  0.44477029]), 'ma_order': 3, 'ma_coefs': array([ 0.18385551, -0.101795  ,  0.13867826])}","{'background': 'volatility_background+linear', 'slope': np.float64(0.007449838522630465), 'intercept': 0.18830136961776933, 'seasonal_period': None, 'components': ['volatility_background', 'linear'], 'volatility_kind': 'garch', 'volatility_strength': np.float64(2.1464932851534892), 'volatility_info': {'type': 'volatility', 'subtype': 'GARCH', 'alpha': 0.44072225755265854, 'beta': 0.4431706103840703, 'omega': 0.4162401871416148}}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(201), np.int64(640)], 'shift_types': ['direction_and_magnitude_change', 'direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.007449838522630465), 'intercept': 0.18830136961776933}}]",single_event,ood_background,800
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",ood_background,ar,cubic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([0.11705877, 0.17455843])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(1.6362231776404705), 'cubic_sign': np.int64(-1)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': 'beginning', 'shift_indices': [np.int64(242), np.int64(562)], 'shift_magnitudes': [np.float64(4.30813194871738), np.float64(4.273761973651818)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([199]), 'ends': array([314]), 'lengths': [115], 'magnitudes': [np.float64(2.7317869425727737)], 'magnitude_strengths': [1.9335357490910439], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,800
variance_shift+trend_shift,"variance_shift,trend_shift",ood_background,ma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.87022521])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(0.01449174852250336), 'intercept': -0.43780292560854084, 'seasonal_period': [52, 5], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.8178945777373787), np.float64(4.446891626932674)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(52), np.int64(460)], 'shift_magnitudes': [2.8759791660087046, 1.577143340701641], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [654], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.01449174852250336), 'intercept': -0.43780292560854084}}]",shift_shift,ood_background,800
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_background,ar,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([-0.12008054, -0.74855877])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.011914788317326792), 'intercept': 0.4264433923038701, 'seasonal_period': [7, 24], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.9640467860268065), np.float64(5.0432951553886385)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(315), np.int64(588)], 'shift_magnitudes': [1.8596959543656382, 1.8620593333534783], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([404]), 'ends': array([524]), 'lengths': [120], 'magnitudes': [np.float64(12.661756355491567)], 'magnitude_strengths': [2.411476898116324], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,800
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",ood_background,ma,cubic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([-0.44086352,  0.58722592,  0.36014933])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(3.654681152962879), 'cubic_sign': np.int64(-1)}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([86]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([116]), 'ends': array([163]), 'lengths': [47], 'magnitudes': [np.float64(-4.084749572621229)], 'magnitude_strengths': [1.167485079043191], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,ood_background,800
collective_anomaly,collective_anomaly,ood_background,ma,cubic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 4, 'ma_coefs': array([ 0.03474921,  0.11295425, -0.28256467,  0.4627575 ])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(1.9626756995501617), 'cubic_sign': np.int64(1)}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'end', 'starts': array([590]), 'ends': array([681]), 'lengths': [91], 'magnitudes': [np.float64(-2.3944600025968064)], 'magnitude_strengths': [1.7865425150708838], 'wrapper_event_label': 'collective_anomaly'}]",single_event,ood_background,800
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_background,arma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.44023831]), 'ma_order': 2, 'ma_coefs': array([0.30061925, 0.76822426])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(0.011301896085981061), 'intercept': 0.4613062575766085, 'seasonal_period': [52, 12], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(4.048516092181334), np.float64(5.390110372436004)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'beginning', 'shift_indices': [np.int64(156), np.int64(228)], 'shift_magnitudes': [2.880970917513755, 1.6379716442093402], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([142]), 'ends': array([238]), 'lengths': [96], 'magnitudes': [np.float64(-12.061156591379376)], 'magnitude_strengths': [2.225732607718893], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,800
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",ood_background,ma,volatility_background+linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 5, 'ma_coefs': array([ 0.47281354, -0.26118218,  0.48955159,  0.42800129, -0.36645896])}","{'background': 'volatility_background+linear', 'slope': np.float64(-0.00825501958814164), 'intercept': -0.3120472828911597, 'seasonal_period': None, 'components': ['volatility_background', 'linear'], 'volatility_kind': 'arch', 'volatility_strength': np.float64(1.2877224117872845), 'volatility_info': {'type': 'volatility', 'subtype': 'ARCH', 'alpha': 0.5068800974834955, 'omega': 0.21535434096362138}}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(183), np.int64(376)], 'shift_types': ['magnitude_change', 'direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.00825501958814164), 'intercept': -0.3120472828911597}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([341]), 'ends': array([392]), 'lengths': [51], 'magnitudes': [np.float64(5.370987081242363)], 'magnitude_strengths': [2.2187582656136016], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,800
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",ood_background,white_noise,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 24, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(3.0883274531035867), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'center', 'seasonal_amplitude': np.float64(3.712292503049687)}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([153]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([199]), 'ends': array([279]), 'lengths': [80], 'magnitudes': [np.float64(-7.972809657256311)], 'magnitude_strengths': [2.4647737447353846], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,ood_background,800
mean_shift+trend_shift,"mean_shift,trend_shift",ood_background,ma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([-0.46745048,  0.56468183])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(0.012800509057663933), 'intercept': -0.2075396551536467, 'seasonal_period': [30, 12], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(5.318944737335628), np.float64(4.328556976525057)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [475], 'shift_magnitudes': [np.float64(6.23553910347288)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(90), np.int64(210)], 'shift_types': ['magnitude_change', 'direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.012800509057663933), 'intercept': -0.2075396551536467}}]",shift_shift,ood_background,800
mean_shift,mean_shift,ood_background,ma,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 4, 'ma_coefs': array([-0.88117543,  0.7623611 , -0.86326622,  0.89517424])}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 24, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(2.7295086597200986), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'center', 'seasonal_amplitude': np.float64(4.08960186889742)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(384), np.int64(528)], 'shift_magnitudes': [np.float64(5.220986028661939), np.float64(2.4109715311193614)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_background,800
mean_shift,mean_shift,ood_background,arma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([ 0.66258208, -0.75230582]), 'ma_order': 2, 'ma_coefs': array([-0.89788264,  0.30006033])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.012319879066957418), 'intercept': 0.4790704653278346, 'seasonal_period': [90, 52], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.853516795675578), np.float64(3.1517096730275465)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [387], 'shift_magnitudes': [np.float64(4.322016007616715)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_background,800
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_background,ma,cubic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.06759854])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(2.7014917312364353), 'cubic_sign': np.int64(-1)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [703], 'shift_magnitudes': [2.53377872729316], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'end', 'starts': array([671]), 'ends': array([733]), 'lengths': [62], 'magnitudes': [np.float64(-2.692587382569779)], 'magnitude_strengths': [1.7473903616999278], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,800
trend_shift,trend_shift,ood_background,arma,multiple_seasonality+linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.3164846]), 'ma_order': 1, 'ma_coefs': array([0.17148241])}","{'background': 'multiple_seasonality+linear', 'slope': np.float64(-0.010273738751629468), 'intercept': 0.3771976089370954, 'seasonal_period': [90, 52], 'components': ['multiple_seasonality', 'linear'], 'seasonal_amplitudes': [np.float64(1.7605753038675673), np.float64(1.8300541588089478)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [455], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.010273738751629468), 'intercept': 0.3771976089370954}}]",single_event,ood_background,800
